Date,Open,High,Low,Close,Adj Close,Volume
2013-11-26,77.080002,77.080002,76.360001,76.360001,75.882118,300
2013-11-27,76.720001,76.720001,74.239998,76.320000,75.842369,1900
2013-11-29,75.519997,76.000000,75.519997,75.720001,75.246117,200
2013-12-02,76.279999,76.279999,76.279999,76.279999,75.802612,200
2013-12-03,78.000000,78.360001,77.800003,77.800003,77.313110,100
2013-12-04,78.400002,78.400002,78.400002,78.400002,77.909355,0
2013-12-05,78.480003,78.680000,78.480003,78.680000,78.187599,100
2013-12-06,77.800003,77.919998,77.320000,77.839996,77.352852,200
2013-12-09,77.839996,77.839996,77.839996,77.839996,77.352852,0
2013-12-10,77.639999,77.639999,77.440002,77.639999,77.154099,100
2013-12-11,77.839996,78.000000,77.839996,78.000000,77.511848,100
2013-12-12,78.720001,78.720001,78.440002,78.720001,78.227341,300
2013-12-13,78.599998,78.599998,78.400002,78.400002,77.909355,200
2013-12-16,78.400002,78.400002,78.400002,78.400002,77.909355,0
2013-12-17,78.279999,78.279999,78.279999,78.279999,77.790100,100
2013-12-18,78.000000,78.599998,78.000000,78.599998,78.108093,300
2013-12-19,76.199997,76.320000,76.120003,76.120003,75.643616,100
2013-12-20,75.279999,76.360001,74.639999,74.680000,74.212631,1500
2013-12-23,74.400002,74.400002,74.400002,74.400002,73.934387,100
2013-12-24,74.440002,74.440002,74.080002,74.080002,73.616386,600
2013-12-26,74.599998,74.599998,73.519997,73.519997,73.059883,100
2013-12-27,73.519997,73.519997,73.519997,73.519997,73.059883,0
2013-12-30,73.720001,73.720001,73.360001,73.360001,72.900887,300
2013-12-31,73.360001,73.360001,72.839996,72.959999,72.503387,1800
2014-01-02,72.879997,73.559998,72.879997,73.480003,73.020142,200
2014-01-03,73.120003,73.239998,73.120003,73.239998,72.781639,200
2014-01-06,74.360001,74.559998,74.320000,74.440002,73.974136,1000
2014-01-07,73.800003,73.800003,73.480003,73.480003,73.020142,100
2014-01-08,73.959999,73.959999,73.320000,73.320000,72.861145,100
2014-01-09,73.000000,73.879997,73.000000,73.879997,73.417641,200
2014-01-10,73.919998,74.000000,73.680000,73.680000,73.218887,900
2014-01-13,73.599998,74.680000,73.599998,74.639999,74.172874,1600
2014-01-14,75.160004,75.639999,74.480003,74.519997,74.053627,1600
2014-01-15,73.919998,74.199997,73.919998,74.199997,73.735626,200
2014-01-16,74.760002,75.040001,74.760002,75.040001,74.570374,300
2014-01-17,75.239998,75.239998,75.239998,75.239998,74.769127,100
2014-01-21,74.599998,74.599998,74.599998,74.599998,74.133125,100
2014-01-22,74.599998,74.599998,74.599998,74.599998,74.133125,0
2014-01-23,76.279999,76.720001,76.279999,76.720001,76.239861,300
2014-01-24,77.320000,78.559998,77.320000,78.559998,78.068344,800
2014-01-27,79.839996,80.599998,79.160004,79.160004,78.664597,500
2014-01-28,78.279999,78.480003,78.279999,78.480003,77.988846,100
2014-01-29,80.239998,80.239998,80.120003,80.120003,79.618584,100
2014-01-30,79.080002,79.080002,77.879997,78.360001,77.869598,52400
2014-01-31,80.760002,80.919998,79.040001,79.599998,79.101837,1200
2014-02-03,80.360001,83.839996,80.320000,83.559998,83.037048,2000
2014-02-04,83.160004,83.160004,82.279999,82.279999,81.765060,2100
2014-02-05,83.040001,84.199997,81.800003,82.120003,81.606071,12200
2014-02-06,81.160004,81.160004,78.760002,78.760002,78.267097,3500
2014-02-07,78.120003,78.360001,76.800003,76.800003,76.319366,5200
2014-02-10,77.040001,77.680000,76.879997,76.959999,76.478355,600
2014-02-11,76.480003,76.559998,75.080002,75.440002,74.967873,1600
2014-02-12,75.440002,75.440002,75.440002,75.440002,74.967873,0
2014-02-13,76.080002,76.080002,75.080002,75.080002,74.610130,300
2014-02-14,76.000000,76.000000,73.800003,74.040001,73.576637,1800
2014-02-18,74.120003,74.120003,73.599998,73.720001,73.258644,2300
2014-02-19,73.760002,74.879997,73.760002,74.879997,74.411377,100
2014-02-20,74.800003,74.919998,73.720001,73.720001,73.258644,2700
2014-02-21,73.559998,73.559998,73.400002,73.400002,72.940636,200
2014-02-24,72.000000,72.720001,72.000000,72.720001,72.264900,300
2014-02-25,72.000000,72.239998,72.000000,72.239998,71.787903,200
2014-02-26,71.000000,71.800003,70.680000,71.800003,71.350662,1500
2014-02-27,71.000000,71.000000,70.440002,70.440002,69.999168,400
2014-02-28,70.000000,70.680000,69.320000,70.199997,69.760666,800
2014-03-03,71.360001,71.480003,71.199997,71.480003,71.032654,200
2014-03-04,69.360001,69.559998,69.160004,69.160004,68.727180,400
2014-03-05,69.000000,69.160004,68.639999,68.639999,68.210426,1800
2014-03-06,68.639999,68.639999,68.639999,68.639999,68.210426,0
2014-03-07,68.320000,68.320000,67.919998,68.279999,67.852684,800
2014-03-10,69.040001,69.279999,68.680000,69.040001,68.607925,500
2014-03-11,68.800003,68.919998,68.599998,68.919998,68.488670,300
2014-03-12,69.839996,69.839996,69.839996,69.839996,69.402916,200
2014-03-13,70.239998,71.279999,70.239998,71.199997,70.754402,2200
2014-03-14,71.199997,71.199997,71.199997,71.199997,70.754402,0
2014-03-17,70.559998,70.559998,70.000000,70.000000,69.561920,500
2014-03-18,70.000000,70.000000,70.000000,70.000000,69.561920,0
2014-03-19,70.000000,70.000000,70.000000,70.000000,69.561920,0
2014-03-20,70.599998,70.599998,70.599998,70.599998,70.158165,200
2014-03-21,70.599998,70.599998,70.599998,70.599998,70.158165,0
2014-03-24,71.199997,73.000000,71.199997,72.400002,71.946892,3700
2014-03-25,72.000000,73.239998,71.199997,73.040001,72.582893,900
2014-03-26,73.040001,73.040001,73.040001,73.040001,72.582893,0
2014-03-27,75.080002,75.559998,74.519997,74.800003,74.331886,3100
2014-03-28,74.800003,74.800003,74.800003,74.800003,74.331886,0
2014-03-31,72.680000,72.879997,72.239998,72.879997,72.423897,1500
2014-04-01,71.199997,71.559998,71.199997,71.559998,71.112152,300
2014-04-02,71.120003,71.120003,70.279999,70.599998,70.158165,600
2014-04-03,70.160004,71.440002,70.160004,71.040001,70.595406,1800
2014-04-04,72.480003,72.839996,72.480003,72.839996,72.384140,300
2014-04-07,74.199997,76.279999,73.959999,75.599998,75.126869,5400
2014-04-08,76.000000,76.000000,74.800003,74.800003,74.331886,200
2014-04-09,73.919998,73.959999,72.720001,72.720001,72.264900,900
2014-04-10,75.599998,76.160004,75.599998,76.160004,75.683372,200
2014-04-11,77.400002,78.279999,77.120003,77.919998,77.432350,800
2014-04-14,78.000000,78.239998,76.440002,77.199997,76.716850,3200
2014-04-15,76.959999,78.959999,76.959999,76.959999,76.478355,3700
2014-04-16,75.919998,76.040001,75.120003,75.120003,74.649879,2900
2014-04-17,75.080002,75.080002,74.360001,74.760002,74.292130,700
2014-04-21,74.959999,75.080002,74.199997,74.400002,73.934387,1700
2014-04-22,73.519997,73.519997,72.639999,72.839996,72.384140,400
2014-04-23,72.800003,73.360001,72.760002,73.239998,72.781639,3300
2014-04-24,73.160004,73.279999,72.919998,73.080002,72.622650,100
2014-04-25,74.680000,75.000000,74.519997,74.800003,74.331886,400
2014-04-28,74.480003,75.680000,74.000000,75.440002,74.967873,500
2014-04-29,74.680000,75.239998,74.519997,74.599998,74.133125,1000
2014-04-30,75.000000,75.239998,74.320000,74.320000,73.854881,500
2014-05-01,72.959999,73.599998,72.959999,73.440002,72.980392,200
2014-05-02,72.559998,72.879997,72.559998,72.879997,72.423897,100
2014-05-05,74.160004,74.160004,73.000000,73.040001,72.582893,3100
2014-05-06,73.519997,74.839996,73.360001,74.800003,74.331886,1600
2014-05-07,74.800003,76.080002,74.800003,75.080002,74.610130,1800
2014-05-08,74.199997,76.080002,73.480003,75.440002,74.967873,19500
2014-05-09,75.279999,75.279999,73.639999,73.639999,73.179131,900
2014-05-12,72.639999,72.720001,71.839996,71.839996,71.390404,3600
2014-05-13,72.320000,72.480003,72.080002,72.480003,72.026398,100
2014-05-14,73.320000,73.320000,73.199997,73.199997,72.741890,100
2014-05-15,75.279999,76.239998,75.000000,75.000000,74.530617,1300
2014-05-16,74.959999,75.040001,74.000000,74.000000,73.536880,500
2014-05-19,74.160004,74.160004,73.000000,73.000000,72.543137,700
2014-05-20,73.879997,74.919998,73.879997,74.879997,74.411377,500
2014-05-21,73.919998,73.919998,72.760002,72.760002,72.304649,600
2014-05-22,72.360001,72.400002,72.000000,72.000000,71.549393,900
2014-05-23,71.199997,71.199997,71.199997,71.199997,70.754402,200
2014-05-27,70.879997,71.040001,70.320000,70.480003,70.038910,500
2014-05-28,71.160004,71.160004,70.400002,70.400002,69.959412,300
2014-05-29,70.559998,70.760002,70.320000,70.400002,69.959412,500
2014-05-30,70.239998,70.239998,70.239998,70.239998,69.800415,100
2014-06-02,69.199997,69.199997,69.160004,69.160004,68.727180,200
2014-06-03,69.720001,70.000000,69.639999,69.839996,69.402916,5700
2014-06-04,68.800003,68.800003,68.720001,68.760002,68.329681,400
2014-06-05,68.040001,68.040001,68.000000,68.040001,67.614182,900
2014-06-06,67.559998,67.919998,67.559998,67.839996,67.415428,800
2014-06-09,67.760002,67.760002,67.760002,67.760002,67.335938,0
2014-06-10,67.760002,67.760002,67.680000,67.680000,67.256439,100
2014-06-11,67.680000,67.680000,67.680000,67.680000,67.256439,0
2014-06-12,69.239998,70.000000,69.199997,69.879997,69.442665,300
2014-06-13,70.360001,70.360001,69.720001,69.839996,69.402916,600
2014-06-16,69.760002,69.800003,69.519997,69.519997,69.084923,8800
2014-06-17,69.480003,69.480003,68.959999,69.040001,68.607925,800
2014-06-18,68.199997,68.199997,68.199997,68.199997,67.773178,100
2014-06-19,67.800003,68.000000,67.760002,67.839996,67.415428,200
2014-06-20,68.320000,68.519997,68.320000,68.519997,68.091179,200
2014-06-23,68.519997,68.519997,68.519997,68.519997,68.091179,0
2014-06-24,68.320000,68.639999,67.839996,68.639999,68.210426,100
2014-06-25,68.800003,68.800003,68.239998,68.239998,67.812935,100
2014-06-26,68.760002,68.760002,68.120003,68.120003,67.693687,5100
2014-06-27,67.839996,68.000000,67.839996,68.000000,67.574440,300
2014-06-30,67.400002,67.680000,67.400002,67.559998,67.137184,100
2014-07-01,66.559998,66.639999,66.000000,66.040001,65.626701,700
2014-07-02,65.360001,66.480003,65.360001,66.480003,66.063950,200
2014-07-03,65.080002,65.239998,65.040001,65.040001,64.632957,200
2014-07-07,65.320000,66.440002,65.320000,66.440002,66.024200,500
2014-07-08,67.959999,67.959999,67.559998,67.559998,67.137184,100
2014-07-09,67.559998,67.559998,67.559998,67.559998,67.137184,0
2014-07-10,67.720001,67.720001,66.400002,66.599998,66.183197,700
2014-07-11,66.000000,66.879997,66.000000,66.879997,66.461441,400
2014-07-14,66.120003,66.120003,65.919998,65.919998,65.507446,500
2014-07-15,66.800003,66.839996,66.199997,66.800003,66.381943,900
2014-07-16,65.959999,66.160004,65.959999,66.160004,65.745956,200
2014-07-17,67.720001,67.720001,67.160004,67.160004,66.739700,100
2014-07-18,66.599998,66.599998,65.760002,65.760002,65.348457,100
2014-07-21,66.199997,66.720001,66.199997,66.720001,66.302452,300
2014-07-22,66.720001,66.720001,66.040001,66.199997,65.785698,400
2014-07-23,66.120003,66.279999,65.680000,65.680000,65.268959,300
2014-07-24,65.360001,65.480003,65.279999,65.279999,64.871452,1300
2014-07-25,65.279999,65.279999,65.279999,65.279999,64.871452,0
2014-07-28,65.279999,65.279999,65.279999,65.279999,64.871452,0
2014-07-29,66.440002,67.279999,66.360001,67.279999,66.858940,1100
2014-07-30,66.519997,66.519997,66.519997,66.519997,66.103691,200
2014-07-31,67.519997,68.919998,67.320000,68.440002,68.011681,43200
2014-08-01,68.519997,68.839996,68.480003,68.480003,68.051430,500
2014-08-04,68.480003,68.480003,68.480003,68.480003,68.051430,0
2014-08-05,68.480003,68.480003,68.480003,68.480003,68.051430,0
2014-08-06,69.919998,69.919998,69.680000,69.680000,69.243919,100
2014-08-07,69.919998,70.440002,69.919998,70.440002,69.999168,100
2014-08-08,69.680000,70.080002,68.400002,68.400002,67.971931,200
2014-08-11,68.400002,68.400002,67.519997,67.559998,67.137184,1500
2014-08-12,67.559998,67.559998,67.559998,67.559998,67.137184,0
2014-08-13,67.800003,67.800003,67.639999,67.639999,67.216690,300
2014-08-14,67.639999,67.639999,67.639999,67.639999,67.216690,0
2014-08-15,67.000000,67.000000,66.599998,66.599998,66.183197,100
2014-08-18,66.279999,66.279999,64.959999,65.440002,65.030457,300
2014-08-19,65.040001,65.040001,63.919998,63.959999,63.559715,500
2014-08-20,63.959999,63.959999,63.959999,63.959999,63.559715,0
2014-08-21,63.320000,63.680000,63.320000,63.680000,63.281467,200
2014-08-22,63.680000,63.680000,63.680000,63.680000,63.281467,0
